URL,Nguồn,Tên sản phẩm,Giá,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Tính năng màn hình,Tần số quét,Kiểu màn hình,Camera sau,Quay video,Tính năng camera,Camera trước,Chipset,GPU,Công nghệ NFC,Hỗ trợ mạng,GPS,Dung lượng RAM,Bộ nhớ trong,Pin,Công nghệ sạc,Cổng sạc,Hệ điều hành,Kích thước,Trọng lượng,"Chỉ số kháng nước, bụi",Công nghệ âm thanh,Cảm biến vân tay,Các loại cảm biến,Tính năng đặc biệt,Wi-Fi,Bluetooth,Thẻ SIM,Loại CPU,sale_price_vnd,brand_inferred,product_id,source_id,category,sale_price_usd
https://cellphones.com.vn/bo-loc/dien-thoai-man-hinh-gap-moi-nhat,CellphoneS,Không tìm thấy,Không tìm thấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpscellphonescomvnbo-locdien-thoai-man-hinh-gap-moi-nhat,cellphones,phone,
https://cellphones.com.vn/mobile/dien-thoai-pho-thong.html,CellphoneS,Không tìm thấy,Không tìm thấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpscellphonescomvnmobiledien-thoai-pho-thonghtml,cellphones,phone,
https://cellphones.com.vn/dien-thoai-nothing-phone-2a-plus.html,CellphoneS,Nothing Phone 2A Plus 5G 12GB 256GB - Chỉ có tại CellphoneS,7.590.000đ,6.7 inches,Flexible AMOLED On-cell,1080 x 2412 pixels,"1300 nits 120 Hz, 1,07 tỷ màu",,,"Camera chính: 50 MP, f/1.88, 1/1.57"" Camera góc siêu rộng: 50 MP, f/2.2, 1/2.76""",,,"50 MP, f/2.2, 1/2.76""",MediaTek Dimensity 7350 Pro 5G,,Có,,,12 GB,256 GB,5000 mAh,,,Android 14,,,,,,,,,,2 SIM (Nano-SIM),Up to 3.0 GHz,7590000.0,Nothing,httpscellphonescomvndien-thoai-nothing-phone-2a-plushtml,cellphones,phone,303.6
https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13-pro-5g-8gb-256gb.html,CellphoneS,Xiaomi Redmi Note 13 Pro 5G 8GB 256GB,6.450.000đ,6.67 inches,AMOLED,1220 x 2712 pixels,"Tần số quét 120Hz, 1800 nits Kính cường lực Corning Gorilla Glass Victus",,,"Chính 200 MP & Phụ 8 MP, 2 MP",,,16 MP,Snapdragon 7s Gen 2 8 nhân,,Có,,,8 GB,256 GB,5100 mAh,,,Android 13,,,,,,,,,,Dual nano-SIM hoặc 1 nano-SIM + 1 eSIM,4 nhân 2.4 GHz & 4 nhân 1.95 GHz,6450000.0,Xiaomi,httpscellphonescomvndien-thoai-xiaomi-redmi-note-13-pro-5g-8gb-256gbhtml,cellphones,phone,258.0
https://cellphones.com.vn/dien-thoai-tecno-camon-30s.html,CellphoneS,TECNO CAMON 30S 8GB 256GB,3.990.000đ,6.78 inches,AMOLED,1080 x 2436 pixels,120Hz Gorilla Glass 5,,,50M OIS 2M + light sensor 100MP,,,13MP,Mediatek G100,,Có,,,8 GB,256 GB,5000mAh,,,Android 14,,,,,,,,,,2 SIM (Nano-SIM),,3990000.0,Tecno,httpscellphonescomvndien-thoai-tecno-camon-30shtml,cellphones,phone,159.6
https://cellphones.com.vn/dien-thoai-tecno-spark-30-pro-8gb-256gb.html,CellphoneS,TECNO SPARK 30 Pro 8GB 256GB Transformer - Chỉ có tại CellphoneS,3.890.000đ,6.78 inches,AMOLED,,"120Hz, 1700 nits",,,"108MP, f/1.75",,,13MP,MediaTek Helio G100,,Có,,,8 GB,256 GB,5000 mAh,,,Android 14,,,,,,,,,,2 Nano-SIM,,3890000.0,Tecno,httpscellphonescomvndien-thoai-tecno-spark-30-pro-8gb-256gbhtml,cellphones,phone,155.6
https://cellphones.com.vn/dien-thoai-honor-x9c-5g.html,CellphoneS,HONOR X9c 5G 12GB 256GB,7.290.000đ,6.78 inches,AMOLED,,"2700*1224 Pixels 1,07 tỷ màu 1.5 K độ phân giải 4000nit 100% DCI-P3",,,"Camera chính 108MP (F1.75), OIS + Camera góc rộng 5MP (F2.2)",,,16MP (F2.45),Qualcomm Snapdragon 6 Gen 1,,Có,,,12 GB,256 GB,"6600mAh, 66W (120V/3.3A)",,,"MagicOS 8.0, dựa trên Android 14",,,,,,,,,,2 SIM (Nano-SIM),4 x A78 *2.2GHz + 4 x A55*1.8GHz,7290000.0,Honor,httpscellphonescomvndien-thoai-honor-x9c-5ghtml,cellphones,phone,291.6
https://cellphones.com.vn/dien-thoai-xiaomi-15-12gb-512gb.html,CellphoneS,Xiaomi 15 5G 12GB 512GB,20.990.000đ,6.36 inches,CrystalRes AMOLED,2670 x 1200 pixels,"Độ sáng 3200 nits Tự động tinh chỉnh tần số quét 1-120Hz Tốc độ phản hồi cảm ứng lên đến 300Hz Hỗ trợ 68 tỷ màu Dải màu DCI-P3 Hỗ trợ Dolby Vision, HDR10+, HDR10 Độ sáng DC Công nghệ cảm ứng ướt",,,"Camera chính Leica: 50MP, ƒ/1.62, OIS, Tiêu cự tương đương 23mm Camera tele Leica: 50MP, ƒ/2.0, OIS Camera góc siêu rộng Leica: 50MP, ƒ/2.2, 115°",,,"Camera trước: 32MP, ƒ/2.0, 90°, Tiêu cự 21mm",Snapdragon 8 Elite (Tiến trình sản xuất 3nm),,Có,,,12 GB,512 GB,5240 mAh,,,Xiaomi HyperOS 2,,,,,,,,,,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,"2 x Lõi Prime, tốc độ tối đa 4,32GHz 6 x Lõi hiệu suất, lên đến 3,53GHz",20990000.0,Xiaomi,httpscellphonescomvndien-thoai-xiaomi-15-12gb-512gbhtml,cellphones,phone,839.6
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a06-5g.html,CellphoneS,Samsung Galaxy A06 5G 4GB 128GB,3.120.000đ,6.7 inches,PLS LCD,720 x 1600 pixel,"16 triệu màu, 60Hz, 576 nits",,,"50.0 MP, f/1.8 2.0 MP, f/2.4",,,"8.0 MP, f/2.0",MediaTek Dimensity 6300,,,,,4 GB,128 GB,5000 mAh,,,Android,,,,,,,,,,2 Nano SIM (Sim 2 chung khe với thẻ nhớ),2 nhân 2.0 GHz & 6 nhân 1.8 GHz,3120000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-a06-5ghtml,cellphones,phone,124.8
https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-pro-plus.html,CellphoneS,Xiaomi Redmi Note 14 Pro Plus 5G 8GB 256GB,8.590.000đ,6.67 inches,AMOLED,2712 x 1220 pixels,"Tần số quét: Lên đến 120Hz Độ sáng: 3000 nits Độ sâu màu: 12-bit Tỷ lệ tương phản: 5,000,000:1",,,"Chính 200MP, OIS - f/1.65 Góc siêu rộng 8MP - f/2.2 Macro 2MP - f/2.4",,,Camera trước - f/2.2,Snapdragon® 7s Gen 3,,Có,,,8 GB,256 GB,5110 mAh,,,Android 14,,,,,,,,,,2 Nano-SIM,"8 nhân, xung nhịp 2.5Ghz",8590000.0,Xiaomi,httpscellphonescomvndien-thoai-xiaomi-redmi-note-14-pro-plushtml,cellphones,phone,343.6
https://cellphones.com.vn/dien-thoai-xiaomi-poco-x7-5g.html,CellphoneS,Xiaomi POCO X7 5G 12GB 512GB,7.750.000đ,6.67 inches,AMOLED,2712 x 1220 pixels,"Tần số quét: 120Hz, 500 nits, Độ sâu màu: 12bit, Tỷ lệ tương phản: 5.000.000:1, DCI-P3, Kính Corning® Gorilla® Victus® 2, Dolby Vision, HDR10+",,,"Camera chính: 50MP, f/1.5 Camera góc siêu rộng: 8MP, f/2.2 Camera macro: 2MP, f/2.4",,,"20MP, f/2.2",Powerful Dimensity 7300-Ultra,,Có,,,12 GB,512 GB,5110mAh,,,Xiaomi HyperOS,,,,,,,,,,2 Nano-SIM,"Octa-core CPU, up to 2.5GHz",7750000.0,Xiaomi,httpscellphonescomvndien-thoai-xiaomi-poco-x7-5ghtml,cellphones,phone,310.0
https://cellphones.com.vn/dien-thoai-tecno-pova-7-256gb.html,CellphoneS,Tecno Pova 7 8GB 256GB,4.490.000đ,6.78 inches,IPS LCD,1080x2460 pixels,"Tần số quét 120Hz, FHD+, Độ sáng tối đa 900nits",,,108M+2M,,,8MP,MediaTek Helio G100 Utimate,,Có,,,8 GB,256 GB,7000mAh,,,Android 15,,,,,,,,,,2 Nano-SIM,"2*A76 up to 2.2Ghz, 6*A55 up to 2.0Ghz",4490000.0,Tecno,httpscellphonescomvndien-thoai-tecno-pova-7-256gbhtml,cellphones,phone,179.6
https://cellphones.com.vn/dien-thoai-tecno-pova-7.html,CellphoneS,Tecno Pova 7 8GB 128GB,3.990.000đ,6.78 inches,IPS LCD,1080x2460 pixels,"Tần số quét 120Hz, FHD+, Độ sáng tối đa 900nits",,,108M+2M,,,8MP,MediaTek Helio G100 Utimate,,Có,,,8 GB,128 GB,7000mAh,,,Android 15,,,,,,,,,,2 Nano-SIM,"2*A76 up to 2.2Ghz, 6*A55 up to 2.0Ghz",3990000.0,Tecno,httpscellphonescomvndien-thoai-tecno-pova-7html,cellphones,phone,159.6
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a26.html,CellphoneS,Samsung Galaxy A26 5G 8GB 128GB,6.270.000đ,6.7 inches,Super AMOLED,1080 x 2340 pixels (FullHD+),"Tần số quét 120Hz, 800 nits, Mặt kính Gorilla Glass Victus",,,50MP + 8MP + 2MP,,,13MP,Exynos 1380 (Quartz),,Có,,,8 GB,128 GB,5000 mAh,,,Android 15,,,,,,,,,,2 Nano-SIM,"2.4GHz,2GHz, Octa-Core",6270000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-a26html,cellphones,phone,250.8
https://cellphones.com.vn/dien-thoai-poco-x7-pro-5g.html,CellphoneS,Xiaomi POCO X7 Pro 5G 12GB 256GB - Chỉ có tại CellphoneS,9.090.000đ,6.67 inches,AMOLED,1220 x 2712 pixels,"3200 nits, Tần số quét 120Hz, Dolby Vison",,,50MP,,,,Dimensity 8400-Ultra,,Có,,,12 GB,256 GB,6000 mAh,,,Android 14,,,,,,,,,,2 SIM (Nano-SIM),,9090000.0,Xiaomi POCO,httpscellphonescomvndien-thoai-poco-x7-pro-5ghtml,cellphones,phone,363.6
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a07.html,CellphoneS,Samsung Galaxy A07 4GB 128GB,3.190.000đ,6.7 inches,IPS LCD,720 x 1600 pixel,Độ sáng tối đa 480 nits Kính cường lực Panda,,,Chính 50 MP Phụ 2 MP,,,8 MP,MediaTek Helio G99,,Không,,,4 GB,128 GB,Li-Ion 5000 mAh,,,Android 15,,,,,,,,,,2 Nano-SIM,8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz),3190000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-a07html,cellphones,phone,127.6
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a56.html,CellphoneS,Samsung Galaxy A56 5G 8GB 128GB,9.310.000đ,6.7 inches,Super AMOLED,1080 x 2340 pixels (FullHD+),"16 triệu màu, 120 Hz, 1200 nit, kính cường lực Corning Gorilla Glass Victus+",,,"50.0 MP, F/1.8 + 12.0 MP, F/2.2 + 5.0 MP, F/2.4",,,"12.0 MP, F/2.2",Exynos 1580,,Có,,,8 GB,128 GB,5000 mAh,,,Android,,,,,,,,,,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,"8 nhân 2.9GHz, 2.6GHz, 1.9GHz",9310000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-a56html,cellphones,phone,372.4
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a17.html,CellphoneS,Samsung Galaxy A17 8GB 128GB,4.990.000đ,6.7 inches,Super AMOLED,1080 x 2340 pixels (FullHD+),Độ sáng tối đa 800 nits Kính cường lực Corning Gorilla Glass 7,,,"Chính 50 MP Phụ 5 MP, 2 MP",,,13 MP,MediaTek Helio G99,,Có,,,8 GB,128 GB,Li-Ion 5000 mAh,,,Android 15,,,,,,,,,,2 Nano SIM (Sim 2 chung khe với thẻ nhớ),8 nhân (2 nhân 2.2GHz & 6 nhân 2.0GHz),4990000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-a17html,cellphones,phone,199.6
https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-ultra.html,CellphoneS,Samsung Galaxy S25 Ultra 12GB 256GB,27.280.000đ,6.9 inches,Dynamic AMOLED 2X,3120 x 1440 pixels (Quad HD+),120Hz 2600 nits Corning® Gorilla® Armor 2,,,"Camera siêu rộng 50MP Camera góc rộng 200 MP Camera Tele (5x) 50MP Camera Tele (3x) 10MP""",,,12 MP,Snapdragon 8 Elite dành cho Galaxy (3nm),,Có,,,12 GB,256 GB,5000 mAh,,,Android 15,,,,,,,,,,2 Nano-SIM + eSIM,,27280000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-s25-ultrahtml,cellphones,phone,1091.2
https://cellphones.com.vn/dien-thoai-xiaomi-15t-pro-5g.html,CellphoneS,Xiaomi 15T Pro 5G 12GB 512GB,19.490.000đ,6.83 inches,AMOLED,,"Độ sáng tối đa 3200 nits, 447ppi, 68 tỷ màu, DCI-P3, HDR10+, Dolby Vision®, DC dimming, TÜV Rheinland",,,"Chính: 50MP, f/1.62, OIS, cảm biến Light Fusion 900 Tele: 50MP, f/3.0, OIS, Samsung JN5, Zoom 5x, 10x lossless, Ultra Zoom 20x Siêu rộng: 12MP, f/2.2, 120° FOV",,,"32MP, f/2.2, tiêu cự 21mm",MediaTek Dimensity 9400+,,,,,12 GB,512 GB,5500mAh,,,Xiaomi HyperOS 2,,,,,,,,,,,,19490000.0,Xiaomi,httpscellphonescomvndien-thoai-xiaomi-15t-pro-5ghtml,cellphones,phone,779.6
https://cellphones.com.vn/dien-thoai-xiaomi-15t-5g.html,CellphoneS,Xiaomi 15T 5G 12GB 512GB,14.990.000đ,6.83 inches,AMOLED,,"Độ sáng tối đa 3200 nits (25% vùng hiển thị) 68 tỷ màu DCI-P3 Chứng nhận TÜV Rheinland (Low Blue Light, Flicker Free, Circadian Friendly)",,,"Chính: 50MP (23mm, f/1.7, OIS, Light Fusion 800) Tele: 50MP (46mm, f/1.9) Góc siêu rộng: 12MP (15mm, f/2.2, 120° FOV)",,,"32MP, f/2.2, tiêu cự 21mm",MediaTek Dimensity 8400-Ultra,,,,,12 GB,512 GB,5500mAh,,,"Xiaomi HyperOS 2, tích hợp Xiaomi HyperAI & Google Gemini",,,,,,,,,,Nano-SIM,,14990000.0,Xiaomi,httpscellphonescomvndien-thoai-xiaomi-15t-5ghtml,cellphones,phone,599.6
https://cellphones.com.vn/dien-thoai-samsung-galaxy-z-flip-7.html,CellphoneS,Samsung Galaxy Z Flip7 12GB 256GB,25.990.000đ,6.9 inches,Dynamic AMOLED 2X,,"Tần số quét: 120 Hz Độ phân giải màn hình chính: 2520 x 1080 (FHD+) Kích cỡ màn hình phụ: 4.1"" Độ phân giải màn hình phụ: 1048 x 948 Công nghệ màn hình phụ: Super AMOLED Độ sâu màu sắc: 16M",,,"50 MP, F1.8 + 12 MP, F2.2",,,"10MP, F2.2",,,Có,,,12 GB,256 GB,4300mAh,,,Android,,,,,,,,,,2 Nano-SIM,"10 nhân, 3.3 GHz, 2.74GHz, 2.36GHz, 1.8GHz",25990000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-z-flip-7html,cellphones,phone,1039.6
https://cellphones.com.vn/dien-thoai-samsung-galaxy-z-fold-7.html,CellphoneS,Samsung Galaxy Z Fold7 12GB 256GB,42.990.000đ,8.0 inches,Dynamic AMOLED 2X,,"Tần số quét: 120 Hz Độ phân giải màn hình chính: 2184 x 1968 (QXGA+) Kích cỡ màn hình phụ: 6.5"" Độ phân giải màn hình phụ: 2520 x 1080 (FHD+) Độ sâu màu sắc: 16M",,,"200 MP, F1.7 + 12 MP, F2.2 + 10 MP, F2.4",,,"10MP, F2.2",Snapdragon® 8 Elite 3nm for Galaxy,,Có,,,12 GB,256 GB,4400mAh,,,Android,,,,,,,,,,2 Nano-SIM,"8 nhân, 4.47GHz, 3.5GHz",42990000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-z-fold-7html,cellphones,phone,1719.6
https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25.html,CellphoneS,Samsung Galaxy S25 256GB,16.690.000đ,6.2 inches,Dynamic AMOLED 2X,2340 x 1080-pixel,120Hz 2600 nits Corning® Gorilla® Armor 2,,,Camera siêu rộng 12MP Camera góc rộng 50MP Camera Tele 10MP,,,12MP,Snapdragon 8 Elite dành cho Galaxy (3nm),,Có,,,12 GB,256 GB,4000 mAh,,,,,,,,,,,,,2 Nano SIM hoặc 2 eSIM hoặc 1 Nano SIM + 1 eSIM,"Tốc độ CPU 4.47GHz, 3.5GHz 8 nhân",16690000.0,Samsung,httpscellphonescomvndien-thoai-samsung-galaxy-s25html,cellphones,phone,667.6
https://cellphones.com.vn/dien-thoai-oppo-find-n5.html,CellphoneS,OPPO FIND N5,44.180.000đ,8.12 inches,AMOLED,2.480 x 2.248 pixels,"Tần số: 120Hz Màn hình chính: Kính Pet+UTG, 1400nit Màn hình ngoài: 6.62 inch, 1140 x 2616 (FHD+), kính siêu mỏng Nanocrytal, 1600nit 1 tỷ màu sắc",,,"50MP, ƒ/1.8 OIS (Chính) + 8MP, ƒ/2.2 (Góc rộng) + 50MP, ƒ/2.7 (Tele)",,,"Màn hình chính: 8MP, ƒ/2.4 Màn hình ngoài: 8MP, ƒ/2.4",Qualcomm Snapdragon® 8 Elite,,Có,,,16 GB,512 GB,5600mAh,,,"ColorOS 15, nền tảng Android 15",,,,,,,,,,Dual nano-SIM hoặc 1 nano-SIM + 1 eSIM,,44180000.0,Oppo,httpscellphonescomvndien-thoai-oppo-find-n5html,cellphones,phone,1767.2
https://cellphones.com.vn/dien-thoai-nubia-neo-3-gt-12gb-256gb.html,CellphoneS,Nubia Neo 3 GT 12GB 256GB,6.590.000đ,6.8 inches,OLED,1080 x 2392 pixels,FullHD+ Tần số 120Hz Độ sáng cực đại 1300 nit Gam màu DCI-P3 100% Tỷ lệ tương phản 1000000:1 Tần số lấy mẫu cảm ứng tức thời 1200Hz,,,50MP + 2MP,,,16MP,Unisoc T9100,,Có,,,12 GB,256 GB,6000mAh,,,Android 15,,,,,,,,,,2 Nano-SIM,,6590000.0,Nubia,httpscellphonescomvndien-thoai-nubia-neo-3-gt-12gb-256gbhtml,cellphones,phone,263.6
https://cellphones.com.vn/bo-loc/dien-thoai-gia-re-duoi-2-trieu,CellphoneS,Không tìm thấy,Không tìm thấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpscellphonescomvnbo-locdien-thoai-gia-re-duoi-2-trieu,cellphones,phone,
https://cellphones.com.vn/bo-loc/dien-thoai-tu-2-4-trieu,CellphoneS,Không tìm thấy,Không tìm thấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpscellphonescomvnbo-locdien-thoai-tu-2-4-trieu,cellphones,phone,
https://cellphones.com.vn/bo-loc/dien-thoai-tu-4-7-trieu,CellphoneS,Không tìm thấy,Không tìm thấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpscellphonescomvnbo-locdien-thoai-tu-4-7-trieu,cellphones,phone,
https://cellphones.com.vn/bo-loc/dien-thoai-tu-7-13-trieu,CellphoneS,Không tìm thấy,Không tìm thấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpscellphonescomvnbo-locdien-thoai-tu-7-13-trieu,cellphones,phone,
https://cellphones.com.vn/bo-loc/dien-thoai-tu-13-20-trieu,CellphoneS,Không tìm thấy,Không tìm thấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpscellphonescomvnbo-locdien-thoai-tu-13-20-trieu,cellphones,phone,
https://cellphones.com.vn/bo-loc/dien-thoai-tren-20-trieu,CellphoneS,Không tìm thấy,Không tìm thấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpscellphonescomvnbo-locdien-thoai-tren-20-trieu,cellphones,phone,
https://cellphones.com.vn/dien-thoai-oppo-reno14.html,CellphoneS,OPPO Reno14 5G 12GB 256GB,15.700.000đ,6.59 inches,AMOLED,1256 x 2760 pixels,"Tần số quét 120Hz, độ sáng 1200 nits, kính GG7i",,,"Chính 50MP OIS, F/1.8 Tele 50MP OIS, F/2.8 Góc rộng 8MP, F/2.2",,,"50MP, F/2.0","MediaTek Dimensity 8350 5G, tối đa 3.35GHz",,Có,,,12 GB,256 GB,6000mAh,,,"ColorOS 15, Android 15",,,,,,,,,,2 Nano-SIM,"8 nhân, 3.35GHz",15700000.0,Oppo,httpscellphonescomvndien-thoai-oppo-reno14html,cellphones,phone,628.0
